year,ruler_count,ruler_name,display_name,dynasty,house_color,start_year,end_year,wiki_title,notes,fait_1,fait_2,fait_3
1072,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1073,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1074,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1075,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1076,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1077,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1078,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1079,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1080,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1081,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1082,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1083,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1084,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1085,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1086,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1087,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1088,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1089,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1090,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1091,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1092,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1093,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1094,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1095,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1096,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1097,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1098,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1099,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1100,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1101,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1102,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1103,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1104,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1105,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1106,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1107,1,Philippe I,Philippe I,Capetiens,#bc6c25,1060,1108,Philip I of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108."
1108,2,Philippe I | Louis VI,Philippe I & Louis VI le Gros,Capetiens,#bc6c25,1060 & 1108,1108 & 1137,Philip I of France | Louis VI of France,,"Philippe Ier est un nom porté par plusieurs souverains, seigneurs et religieux européens : Philippe Ier, roi de Macédoine de 640 à 602 av .J.-C. | Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.","Philippe Ier Philadelphe, roi de la dynastie des Séleucides de 93 à 83 av .J.-C. | Il est le cinquième roi de la dynastie dite des Capétiens directs.","Philippe Ier dit Philippe l'Arabe, empereur romain de 244 à 249 Philippe Ier, roi des Francs de 1060 à 1108. | Louis VI le Gros figure dans la succession canonique retenue pour la timeline."
1109,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1110,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1111,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1112,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1113,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1114,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1115,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1116,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1117,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1118,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1119,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1120,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1121,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1122,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1123,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1124,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1125,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1126,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1127,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1128,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1129,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1130,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1131,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1132,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
1133,1,Louis VI,Louis VI le Gros,Capetiens,#bc6c25,1108,1137,Louis VI of France,,"Louis VI, dit « le Gros », « l’Éveillé (non dormiens) » ou « le Batailleur », né le 1er décembre 1081 à Paris et mort le 1er août 1137 au château royal de Béthisy-Saint-Pierre, est roi des Francs du 30 juillet 1108 au 1er août 1137.",Il est le cinquième roi de la dynastie dite des Capétiens directs.,Louis VI le Gros figure dans la succession canonique retenue pour la timeline.
